nace_r2_code,nace_r2_name,year,valVA_Q,valVA_CP,valCOMP,valH_EMP,valEMPE,valEMP,valKq_GFCF,total_hours,valueLAB_QI,valueCAP_QI,valueLP1_G,valueLP1ConLC,valueLP2_G,valueLP2ConLC,valueLAB,valueCAP
N,Administrative and support service activities,2011,76812.5152803161,66431,38410,246558,126.72,141.91,127974.225061435,276113.0506628788,97.736457824707,94.6260833740234,0.813789010047913,0.679809808731079,-0.811537444591522,0.679809808731079,43368.30078125,23062.69921875
O,Public administration and defence; compulsory social security,2011,308778.231955792,228028,138860,515889,307.68,307.68,2155313.45186895,515889.0,98.6563110351562,98.7431640625,0.0456523150205612,0.768639028072357,0.12352466583252,0.768639028072357,138860.0,89168.0
O-Q,"Public administration, defence, education, human health and social work activities",2011,781137.132738826,540304,363074,1533649,876.73,903.17,3313203.33216797,1579900.046000479,95.6491622924805,97.5600509643555,-3.34035682678223,0.81552666425705,-3.70219087600708,0.81552666425705,375361.46875,164942.53125
P,Education,2011,232944.989876565,157189,111249,461477,272.92,279.24,754773.481030551,472163.40861791006,93.5793228149414,95.6544952392578,0.235741958022118,0.621141314506531,-1.44145846366882,0.621141314506531,113593.6015625,43595.3984375
Q,Human health and social work activities,2011,237774.161843977,155087,112965,556283,296.13,316.25,399454.797559611,594078.609901057,94.3222579956055,96.132194519043,-10.0579710006714,1.21188938617706,-9.84292221069336,1.21188938617706,121877.46875,33209.53125
Q86,Human health activities,2011,196206.855156259,127360,91160,436763,226.85,245.56,243417.57991249,472786.0801410624,97.1390533447266,93.194694519043,-7.08824157714844,1.20381247997284,-6.62704610824585,1.20381247997284,99525.6015625,27834.3984375
Q87-Q88,Residential care activities and social work activities without accommodation,2011,41619.2593535279,27727,21805,119520,69.28,70.69,159859.560498493,121952.49422632794,,,,,,,,
R,"Arts, entertainment and recreation",2011,33480.8739899267,40860,17713,126139,56.55,71.07,190269.392590318,158526.9448275862,99.0390167236328,98.0695877075195,5.65525388717651,0.52768212556839,4.47361707687378,0.52768212556839,22723.16015625,18136.83984375
R-S,"Arts, entertainment, recreation; other services and service activities, etc.",2011,95433.9280723253,87481,32349,288574,101.61,161.22,278482.959611946,457867.3386477709,94.1949234008789,98.1021575927734,8.06391334533691,0.0981883928179741,7.26342630386353,0.0981883928179741,52809.1875,34671.8125
S,Other service activities,2011,68370.7198254694,46621,14636,162435,45.06,90.15,88374.7885111022,324978.14580559253,92.8013610839844,98.4189300537109,10.2080974578857,-0.144420817494392,9.70837593078613,-0.144420817494392,30307.33984375,16313.66015625
T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2011,3030.74633232422,2570,2000,12264,7.49,7.49,,12264.0,,,-21.079740524292,,-17.8733043670654,,2000.0,570.0
TOT,Total - all NACE activities,2011,4570972.95233899,3701935,1677411,9081465,4230.94,5031.9,17289742.1634401,10800678.745976072,97.7291793823242,92.3579025268555,1.92502629756927,0.595316886901855,2.25643277168274,0.595316886901855,2068979.375,1632955.625
TOT_IND,Total industries (A-S),2011,4568018.90232767,3699365,1675411,9069201,4223.45,5024.41,17289742.1634401,10789137.836699855,97.2839431762695,92.3418655395508,1.95053315162659,0.696100950241089,2.28049755096436,0.696100950241089,2067165.125,1632199.875
U,Activities of extraterritorial organisations and bodies,2011,,0,0,0,0.0,0.0,,,,,,,,,,
A,"Agriculture, forestry and fishing",2012,84499.6691998583,91907,37386,315195,116.74,163.14,362023.070719712,440473.8076066472,98.8997802734375,92.0028686523438,11.5874481201172,0.50420880317688,9.07262325286865,0.50420880317688,55767.69140625,36139.30859375
B,Mining and quarrying,2012,45419.7795700668,42913,20216,57106,35.44,35.54,164074.995359195,57267.13431151242,104.127960205078,95.0511245727539,3.52252125740051,0.10356941819191,2.46932721138,0.10356941819191,20289.546875,22623.453125
C,Manufacturing,2012,1018777.56086806,894250,458143,2258359,1204.57,1315.08,1882120.74464333,2465546.00705646,95.6539001464844,91.8849487304688,-3.36189270019531,0.747808992862701,-4.60960054397583,0.747808992862701,509777.65625,384472.34375
C10-C12,Manufacture of food products; beverages and tobacco products,2012,90984.392586321,82481,39498,228634,120.54,129.44,180905.99349658,245515.0569105691,101.033843994141,98.6985855102539,-4.21755456924438,0.693868696689606,-4.99139404296875,0.693868696689606,43553.0078125,38927.9921875
C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",2012,26316.5784184762,21573,13065,101676,50.24,59.09,51298.4136213615,119586.68073248406,100.54345703125,101.362716674805,-7.3383731842041,0.946807742118835,-8.39950561523438,0.946807742118835,15931.2685546875,5641.7314453125
C16-C18,"Manufacture of wood, paper, printing and reproduction",2012,60110.5513789535,47314,25411,187618,80.72,104.98,120997.484076654,244005.66947472747,101.247833251953,93.1574401855469,3.89547491073608,0.973837912082672,2.14524269104004,0.973837912082672,34413.62890625,12900.37109375
C19,Manufacture of coke and refined petroleum products,2012,-9361.11090345978,4531,1557,4197,2.53,2.53,15118.9914543589,4197.0,138.154037475586,101.869033813477,74.4984893798828,0.429428964853287,71.388786315918,0.429428964853287,1559.9736328125,2971.0263671875
C20,Manufacture of chemicals and chemical products,2012,19856.135925396,29040,13289,51246,30.11,30.79,96781.5712716619,52403.3324476918,98.9076614379883,98.2781524658203,6.19892406463623,0.653664886951447,5.30652093887329,0.653664886951447,13651.833984375,15388.166015625
C20-C21,Chemicals; basic pharmaceutical products,2012,34032.5246443582,45343,18502,73505,40.18,42.49,127340.12270587,77730.89721254355,98.6935653686523,98.5106201171875,2.65213251113892,0.616860687732697,2.60924530029297,0.616860687732697,20462.662109375,24880.337890625
C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2012,15262.1092140134,16303,5213,22259,10.07,11.7,30581.3871527135,25861.99602780536,98.2041702270508,98.3611221313477,-4.07917165756226,0.568459272384644,-2.19453525543213,0.568459272384644,6999.40625,9303.59375
C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,2012,128249.605491152,106597,53730,245585,139.98,144.97,237244.418541166,254339.60172881844,93.7058715820312,94.6756591796875,-7.1216197013855,0.682676553726196,-7.99644804000854,0.682676553726196,56027.3515625,50569.6484375
C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2012,159911.893709075,127192,77005,393722,201.13,229.09,276395.782023938,448455.0936210411,91.4280776977539,93.0492630004883,1.45437574386597,0.929743349552155,-0.345712304115295,0.929743349552155,89748.484375,37443.515625
C26,"Manufacture of computer, electronic and optical products",2012,53418.8967205785,55843,19207,82996,48.2,49.28,116889.671459065,84855.66141078838,106.725891113281,88.5644073486328,-6.60946273803711,0.472714692354202,-7.96533727645874,0.472714692354202,19719.73828125,36123.26171875
C26-C27,"Computer, electronic, optical products; electrical equipment",2012,124079.176172332,124930,55570,254145,141.43,150.25,214586.430461159,269994.2462702397,95.8445587158203,90.5408172607422,-2.29459524154663,0.633283734321594,-4.12188863754272,0.633283734321594,59716.7734375,65213.2265625
C27,Manufacture of electrical equipment,2012,70574.7000132941,69087,36363,171149,93.23,100.97,97687.8880173946,185357.87332403733,91.3290710449219,91.3916168212891,-1.95221400260925,0.750964164733887,-3.94653081893921,0.750964164733887,39981.5703125,29105.4296875
C28,Manufacture of machinery and equipment n.e.c.,2012,115681.221876567,89575,53234,231843,131.75,134.11,183304.152140647,235995.93722960155,97.869026184082,88.2183532714844,-7.42592668533325,0.772291004657745,-7.72906255722046,0.772291004657745,54340.29296875,35234.70703125
C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2012,201857.470326963,175683,79580,308760,187.21,187.8,369935.12196851,309733.0698146467,88.2918243408203,85.1950836181641,-14.405327796936,0.588414549827576,-15.11194896698,0.588414549827576,79884.0,95799.0
C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2012,85349.0954201185,69031,40991,228674,108.86,130.33,105430.782761306,273774.41135403275,101.070770263672,95.870231628418,2.28314518928528,0.966221809387207,0.429225146770477,0.966221809387207,50624.7421875,18406.2578125
D,"Electricity, gas, steam and air conditioning supply",2012,184221.827858642,146440,22264,54596,31.7,32.71,777148.115112348,56335.494006309156,101.176277160645,98.3279342651367,1.88731777667999,0.475547462701797,0.72186815738678,0.475547462701797,23087.78125,123352.21875
D-E,"Electricity, gas, steam; water supply, sewerage, waste management",2012,235270.25810539,189062,44283,158301,88.32,92.12,1093412.86833353,165111.9578804348,99.2730407714844,99.0475769042969,-1.98792254924774,0.442305535078049,-3.27819037437439,0.442305535078049,46549.59375,142512.40625
E,"Water supply; sewerage, waste management and remediation activities",2012,52406.1603240282,42622,22019,103705,56.62,59.41,316192.106603544,108815.15453903213,99.9971160888672,101.098129272461,-10.3124055862427,0.549868524074554,-11.714771270752,0.549868524074554,23313.904296875,19308.095703125
F,Construction,2012,310298.74767544,216858,102229,841538,281.47,431.0,382164.350092137,1288602.2595658505,109.999160766602,97.9009170532227,-2.77572989463806,0.920693457126617,-4.52606439590454,0.920693457126617,165184.53125,51673.46875
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,2012,417455.773780371,387666,213191,1322352,565.01,712.89,722121.109994031,1668451.0314507706,99.7763214111328,105.212898254395,2.96327638626099,0.477653503417969,1.19131827354431,0.477653503417969,276670.09375,110995.90625
G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,2012,55969.7814939211,47813,24188,172380,68.14,91.07,84713.4867559252,230388.1215145289,97.3834915161133,95.2645111083984,4.9640326499939,0.465662091970444,2.83226752281189,0.465662091970444,33384.53125,14428.46875
G46,"Wholesale trade, except of motor vehicles and motorcycles",2012,207167.018169182,192735,110484,463495,230.64,253.98,305302.946871457,510399.15062434966,94.4934539794922,104.257720947266,-2.97509360313416,0.419793546199799,-3.66012859344482,0.419793546199799,122968.265625,69766.734375
G47,"Retail trade, except of motor vehicles and motorcycles",2012,155513.697484653,147118,78519,686477,266.23,367.84,332078.400785007,948479.5089959807,104.359527587891,110.140922546387,6.18398952484131,0.519145786762238,3.88847517967224,0.519145786762238,112854.5703125,34263.4296875
H,Transportation and storage,2012,264581.120160109,213367,106400,551244,279.47,310.82,1514113.08496891,613080.688732243,95.5136489868164,98.0702362060547,-1.29875218868256,-0.204688593745232,-2.49160575866699,-0.204688593745232,121036.2734375,92330.7265625
H49,Land transport and transport via pipelines,2012,138528.791443392,109977,58543,365395,169.08,198.5,443212.126938796,428973.9028862077,97.4947967529297,93.7567977905273,-3.78029203414917,-0.234921187162399,-5.05493783950806,-0.234921187162399,70644.34375,39332.65625
H50,Water transport,2012,515.147548623776,231,205,1315,0.66,0.68,2188.92665838821,1354.8484848484848,,,,,,,,
H51,Air transport,2012,254739.049387914,4142,2953,4433,2.71,2.71,15209.3259710159,4433.0,115.850395202637,221.976364135742,-9.62069034576416,-0.25257807970047,-1.75202035903931,-0.25257807970047,2953.0,1189.0
H52,Warehousing and support activities for transportation,2012,89583.4076762917,83066,30438,115256,65.39,67.16,1032560.88999681,118375.79079369933,85.7017669677734,100.042419433594,-2.02471661567688,-0.132232770323753,-4.012122631073,-0.132232770323753,31456.56640625,51609.43359375
H53,Postal and courier activities,2012,24947.9806169959,15951,14261,64845,41.63,41.77,20643.6070045474,65063.071102570255,103.335754394531,116.589714050293,0.436458349227905,-0.319236129522324,0.109518691897392,-0.319236129522324,14326.83984375,1624.16015625
I,Accommodation and food service activities,2012,109350.551395088,72203,35049,373104,145.04,188.5,168154.344264875,484901.4340871484,103.620178222656,100.37410736084,-6.19181251525879,-0.16095632314682,-9.18787384033203,-0.16095632314682,47560.0546875,24642.9453125
J,Information and communication,2012,186903.542774579,181588,78846,227394,111.86,127.37,355757.174682447,258923.4201680672,92.1082916259766,95.6019973754883,-1.64008009433746,0.590430080890656,-2.74971675872803,0.590430080890656,90805.578125,90782.421875
J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2012,43246.6622947825,34849,12695,49010,23.57,27.63,58717.8356198268,57452.112855324565,99.2187118530273,94.9821014404297,5.98338413238525,0.540578961372375,5.02205801010132,0.540578961372375,15065.66796875,19783.33203125
J61,Telecommunications,2012,42874.8912853052,60206,15507,35834,20.04,20.33,225796.096679977,36352.55588822355,103.957557678223,96.5618057250977,-3.47555494308472,0.304074883460999,-4.2031774520874,0.304074883460999,15743.3671875,44462.6328125
J62-J63,"Computer programming, consultancy, and information service activities",2012,103437.340560825,86533,50644,142550,68.25,79.41,71130.2696263721,165859.27472527474,87.4480743408203,92.4898681640625,-1.57910025119781,0.815815687179565,-2.89163398742676,0.815815687179565,59737.21484375,26795.78515625
K,Financial and insurance activities,2012,135395.474734135,164300,61543,167695,79.01,98.05,209758.699437558,208106.50234147575,100.070220947266,102.92155456543,-4.3018536567688,-1.02329921722412,-6.628342628479,-1.02329921722412,76754.25,87545.75
L,Real estate activities,2012,638394.657550246,370571,21116,171298,62.36,89.28,6570900.22924096,245245.11610006416,108.387657165527,88.3068466186523,4.89032649993896,0.276705384254456,1.97837495803833,0.276705384254456,34804.1875,335766.8125
L68A,Imputed rents of owner-occupied dwellings,2012,247910.0,247910,0,0,0.0,0.0,,,,,,,,,,
M,"Professional, scientific and technical activities",2012,211401.948313707,185868,94490,476889,186.2,275.05,337478.179051479,704448.5469924812,93.9794921875,99.2942123413086,6.77699136734009,0.74597978591919,5.47486305236816,0.74597978591919,140035.6875,45832.3125
